date,country_or_territory_name,confirmed_cases,probable_cases,confirmed_deaths,probable_deaths,recovered,percentage_increase_confirmed,transmission_type
2020-04-03,Canada,11732.0,15.0,152.0,,,16.0,Community transmission
2020-04-03,Mexico,1510.0,,50.0,,,10.0,Community transmission
2020-04-03,United States of America (the),241703.0,,5854.0,,8604.0,13.0,Community transmission
2020-04-03,North America,254945.0,15.0,6056.0,0,8604.0,13.0,
2020-04-03,Belize,3.0,,,,,0.0,Sporadic cases
2020-04-03,Costa Rica,396.0,,2.0,,6.0,6.0,Clusters of cases
2020-04-03,El Salvador,46.0,,2.0,,,12.0,Sporadic cases
2020-04-03,Guatemala,50.0,,1.0,,12.0,6.0,Clusters of cases
2020-04-03,Honduras,222.0,,15.0,,3.0,1.0,Clusters of cases
2020-04-03,Nicaragua,5.0,,1.0,,1.0,0.0,Sporadic cases
2020-04-03,Panama,1475.0,,37.0,,10.0,12.0,Community transmission
2020-04-03,Central America,2197.0,0.0,58.0,0,32.0,9.0,
2020-04-03,Argentina,1265.0,,37.0,,,12.0,Community transmission
2020-04-03,Bolivia,132.0,,9.0,,1.0,7.0,Clusters of cases
2020-04-03,Brazil,7910.0,,299.0,,,16.0,Community transmission
2020-04-03,Chile,3737.0,,22.0,,427.0,10.0,Community transmission
2020-04-03,Colombia,1161.0,,19.0,,55.0,9.0,Clusters of cases
2020-04-03,Ecuador,3163.0,82.0,120.0,78,,0.0,Community transmission
2020-04-03,Paraguay,92.0,,3.0,,3.0,19.0,Clusters of cases
2020-04-03,Peru,1414.0,,51.0,,,7.0,Community transmission
2020-04-03,Uruguay,369.0,,4.0,,68.0,5.0,Clusters of cases
2020-04-03,Venezuela (Bolivarian Republic of),144.0,,3.0,,43.0,0.0,Clusters of cases
2020-04-03,South America,19387.0,82.0,567.0,78,597.0,10.0,
2020-04-03,Anguilla,3.0,,,,,50.0,Sporadic cases
2020-04-03,Antigua and Barbuda,7.0,,,,,0.0,Sporadic cases
2020-04-03,Aruba,62.0,,,,1.0,3.0,
2020-04-03,Bahamas (the),24.0,,3.0,,,14.0,Sporadic cases
2020-04-03,Barbados,45.0,,,,,0.0,Clusters of cases
2020-04-03,Bermuda,35.0,,,,11.0,9.0,Sporadic cases
2020-04-03,"Bonaire, Saba and Sint Eustatius",2.0,,,,,,Sporadic cases
2020-04-03,Cayman Islands,28.0,,1.0,,,27.0,Sporadic cases
2020-04-03,Cuba,269.0,,6.0,,15.0,15.0,Clusters of cases
2020-04-03,Curacao,11.0,,1.0,,3.0,0.0,Sporadic cases
2020-04-03,Dominica,11.0,,,,,0.0,Clusters of cases
2020-04-03,Dominican Republic (the),1488.0,,68.0,,16.0,8.0,Community transmission
2020-04-03,French Guiana,57.0,,,,22.0,4.0,
2020-04-03,Grenada,10.0,,,,,0.0,Cluster of cases
2020-04-03,Guadeloupe,130.0,,7.0,,29.0,2.0,Clusters of cases
2020-04-03,Guyana,19.0,,4.0,,,0.0,Sporadic cases
2020-04-03,Haiti,18.0,,,,,13.0,Sporadic cases
2020-04-03,Jamaica,47.0,,3.0,,2.0,7.0,Clusters of cases
2020-04-03,Martinique,138.0,,3.0,,27.0,5.0,Clusters of cases
2020-04-03,Montserrat,5.0,,,,,0.0,Sporadic cases
2020-04-03,Puerto Rico,378.0,,15.0,,,20.0,Clusters of cases
2020-04-03,Saba,,,,,,,
2020-04-03,Saint Barthelemy,6.0,,,,3.0,0.0,Sporadic cases
2020-04-03,Saint Kitts and Nevis,8.0,,,,,0.0,Sporadic cases
2020-04-03,Saint Lucia,13.0,,,,,0.0,Sporadic cases
2020-04-03,Saint Martin,22.0,,2.0,,5.0,0.0,Sporadic cases
2020-04-03,Saint Vincent and the Grenadines,3.0,,,,1.0,50.0,Sporadic cases
2020-04-03,Sint Maarten,23.0,,2.0,,1.0,28.0,Sporadic cases
2020-04-03,Suriname,10.0,,,,2.0,25.0,Sporadic cases
2020-04-03,Trinidad and Tobago,97.0,,6.0,,1.0,8.0,Clusters of cases
2020-04-03,Turks and Caicos,5.0,,,,,0.0,Sporadic cases
2020-04-03,Virgin Islands (UK),3.0,,,,,0.0,Sporadic cases
2020-04-03,Virgin Islands (US),37.0,,,,29.0,12.0,Clusters of cases
2020-04-03,"Caribbean and Atlantic Ocean 
Islands",3014.0,0.0,121.0,0,168.0,9.0,
2020-04-03,All Americas,279543.0,97.0,6802.0,78,9401.0,13.0,
